,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,No_of_Votes,Gross,Dir_class,IsScored,Cast_class
621,2011,0,100,1,7.8,571.571,35.061555,0,True,0
622,2007,0,157,1,7.8,392.449,130.164645,3,True,3
623,2009,1,162,2,7.8,1118.998,760.507625,3,True,0
624,2009,0,141,0,7.8,216.421,0.0036,0,True,0
625,2006,0,139,0,7.8,291.01800000000003,50.866634999999995,0,True,0
626,2006,1,101,0,7.8,439.856,59.891098,0,True,0
627,2007,1,121,0,7.8,463.466,23.637265,0,True,0
628,2008,1,166,0,7.8,589.16,127.50932599999999,3,True,1
629,2004,2,192,0,7.8,49.050000000000004,2.921738,0,True,1
630,2005,0,94,0,7.8,45.717,0.001305,0,True,0
631,2005,2,129,1,7.8,258.924,38.405088,0,True,0
632,2005,2,127,2,7.8,51.980000000000004,5.128124,0,True,0
633,2003,1,90,2,7.8,31.658,0.128985,0,True,0
634,2005,1,119,2,7.8,283.31,25.514516999999998,0,True,0
635,2005,1,136,1,7.8,234.207,119.519402,0,True,0
636,2003,0,113,0,7.8,35.682,0.015279999999999998,0,True,0
637,2004,0,123,1,7.8,520.284,81.001787,0,True,0
638,2004,2,126,0,7.8,96.703,16.756372,0,True,0
639,2002,0,109,1,7.8,42.673,0.18165499999999998,0,True,0
640,2003,1,80,0,7.8,50.622,7.002255,0,True,0
642,2002,1,131,0,7.8,129.022,54.234061999999994,0,True,0
643,2001,0,99,0,7.8,60.684000000000005,2.8920109999999997,1,True,0
644,2000,2,113,2,7.8,198.089,115.65475099999999,0,True,0
645,2000,1,120,2,7.8,253.228,128.078872,0,True,0
646,1999,0,101,0,7.8,89.058,8.264529999999999,0,True,0
647,2000,1,143,0,7.8,524.235,233.632142,3,True,1
648,1999,0,108,1,7.8,227.143,0.025811999999999998,0,True,0
649,1999,1,157,0,7.8,159.886,28.965197,1,True,3
650,1999,2,108,0,7.8,82.855,32.481825,0,True,0
651,2001,2,90,2,7.8,613.941,267.665011,0,True,0
652,1997,1,194,1,7.8,1046.089,659.325379,2,True,1
654,1997,1,106,0,7.8,280.845,12.339633,0,True,0
655,1997,1,129,0,7.8,345.096,48.323648,0,True,0
656,1996,0,159,0,7.8,62.428000000000004,4.040691,0,True,0
657,1994,2,127,0,7.8,164.937,5.8874569999999995,0,True,0
658,1993,2,118,0,7.8,215.034,9.170214,0,True,0
659,1993,0,130,0,7.8,126.87100000000001,56.505064999999995,0,True,0
660,1993,2,101,0,7.8,78.96300000000001,32.416585999999995,0,True,0
661,1993,2,134,1,7.8,66.065,22.954967999999997,0,True,0
662,1993,2,132,0,7.8,34.635,1.769305,0,True,0
663,1993,2,130,0,7.8,267.684,183.87575999999999,0,True,1
664,1993,0,121,1,7.8,128.171,17.266970999999998,0,True,2
667,1991,0,129,0,7.8,55.362,2.01581,0,True,0
668,1991,0,98,0,7.8,42.376,1.999955,0,True,0
669,1991,0,112,1,7.8,126.08200000000001,57.504068999999994,0,True,0
670,1990,0,107,0,7.8,184.74,61.276872,3,True,0
671,1990,2,121,1,7.8,125.276,52.096475,0,True,2
673,1989,0,122,2,7.8,122.779,26.83,0,True,0
675,1989,2,108,1,7.8,481.918,118.5,1,True,0
676,1988,0,128,1,7.8,88.214,34.603943,1,True,1
677,1987,0,107,2,7.8,371.387,59.735547999999994,0,True,0
678,1987,0,84,0,7.8,148.359,5.923044,0,True,0
679,1986,2,103,0,7.8,321.382,70.136369,0,True,0
680,1986,0,107,0,7.8,47.834,1.436,0,True,0
681,1985,2,114,1,7.8,244.43,61.503218,0,True,0
682,1985,2,154,0,7.8,78.321,98.467863,3,True,0
683,1985,1,97,0,7.8,357.026,45.875170999999995,0,True,0
684,1984,1,141,2,7.8,51.585,34.700291,0,True,0
685,1984,1,105,0,7.8,355.413,238.63212399999998,0,True,0
686,1983,2,193,0,7.8,56.235,21.5,0,True,0
687,1982,2,109,0,7.8,88.511,2.5,1,True,0
688,1982,2,115,0,7.8,372.49,435.110554,2,True,0
689,1979,0,105,0,7.8,133.351,106.25999999999999,0,True,0
691,1976,0,135,0,7.8,65.659,31.799999999999997,0,True,1
693,1974,2,113,1,7.8,98.611,4.42,1,True,0
694,1973,2,72,0,7.8,25.229,0.193817,0,True,0
695,1973,0,143,1,7.8,37.445,16.056255,2,True,0
697,1972,0,124,2,7.8,48.334,42.765,0,True,0
698,1971,2,100,2,7.8,178.731,4.0,0,True,0
699,1969,0,113,0,7.8,101.124,44.785053,0,True,0
700,1967,0,108,0,7.8,27.733,17.550741,0,True,1
701,1967,2,108,0,7.8,39.642,56.699999999999996,1,True,1
703,1964,2,170,0,7.8,86.525,72.0,0,True,1
704,1964,2,139,1,7.8,158.029,102.27272699999999,0,True,0
705,1962,2,178,0,7.8,52.141,39.1,0,True,0
707,1961,0,100,0,7.8,27.007,2.616,0,True,0
716,1935,0,75,0,7.8,43.542,4.359999999999999,1,True,0
721,2017,2,104,1,7.7,25.198,0.335609,0,True,0
722,2018,0,119,1,7.7,478.586,324.59173499999997,0,True,1
723,2017,0,107,1,7.7,205.44400000000002,33.800858999999996,0,True,0
724,2017,0,104,2,7.7,492.851,176.040665,0,True,0
725,2018,1,147,1,7.7,291.257,220.15910399999999,0,True,2
726,2015,1,116,0,7.7,47.444,3.3585179999999997,0,True,0
727,2014,0,86,0,7.7,157.498,3.3329999999999997,0,True,0
728,2014,2,103,0,7.7,32.798,0.765127,0,True,0
729,2014,2,123,1,7.7,404.182,35.893536999999995,0,True,0
730,2014,0,129,1,7.7,590.44,128.261724,2,True,2
731,2014,1,126,1,7.7,344.312,124.87235,0,True,0
732,2015,1,105,0,7.7,123.21000000000001,6.7437759999999995,0,True,0
733,2014,0,119,0,7.7,580.291,42.340598,1,True,1
734,2013,0,180,1,7.7,138.741,2.199675,0,True,0
735,2013,2,130,1,7.7,32.628,1.122527,0,True,0
736,2012,2,111,1,7.7,39.379,0.175058,0,True,0
737,2014,1,136,2,7.7,736.182,259.766572,0,True,2
739,2013,1,115,0,7.7,112.298,17.654912,0,True,0
740,2012,2,101,2,7.7,380.195,189.422889,0,True,0
741,2015,2,108,0,7.7,56.72,1.339152,0,True,2
742,2011,0,98,0,7.7,77.071,0.07117699999999999,0,True,0
743,2011,1,96,1,7.7,388.089,56.816662,3,True,1
744,2014,2,100,2,7.7,323.982,257.760692,0,True,0
745,2013,1,91,0,7.7,769.145,274.09270499999997,3,True,2
746,2013,1,132,2,7.7,463.188,228.778661,0,True,0
747,2015,0,137,1,7.7,73.964,0.08386099999999999,0,True,0
748,2010,1,120,1,7.7,624.982,96.962694,3,True,0
749,2011,1,131,2,7.7,645.5120000000001,146.40830499999998,1,True,1
750,2009,1,100,0,7.7,717.559,277.322503,0,True,0
751,2012,1,143,1,7.7,630.614,304.360277,1,True,1
752,2012,0,122,0,7.7,661.871,132.09295799999998,0,True,3
753,2012,0,120,0,7.7,572.581,136.025503,0,True,1
754,2009,1,95,0,7.7,472.242,32.391374,0,True,0
755,2010,0,146,2,7.7,479.12,295.983305,0,True,2
756,2008,2,101,2,7.7,125.31700000000001,15.090399999999999,3,True,2
757,2008,0,122,2,7.7,103.33,18.593156,2,True,0
758,2006,2,90,0,7.7,71.379,0.8813019999999999,1,True,0
759,2008,0,141,1,7.7,239.203,35.739802,3,True,0
760,2010,2,90,0,7.7,81.446,1.752214,3,True,0
763,2006,0,101,1,7.7,115.57600000000001,0.32791899999999996,0,True,0
764,2014,1,108,0,7.7,474.141,25.442957999999997,0,True,0
765,2006,0,120,0,7.7,32.001,0.41254399999999997,0,True,0
766,2006,0,123,2,7.7,175.355,17.605861,0,True,0
767,2007,1,157,1,7.7,466.08,33.080084,2,True,0
768,2006,0,110,0,7.7,299.524,22.494487,0,True,1
769,2005,1,116,1,7.7,28.003,1.0543609999999999,0,True,0
770,2007,0,122,1,7.7,61.609,0.8715769999999999,0,True,0
771,2010,2,100,2,7.7,405.922,200.821936,0,True,0
772,2006,0,145,0,7.7,72.643,4.398391999999999,0,True,0
773,2005,0,134,1,7.7,323.103,83.04376099999999,1,True,0
774,2007,0,122,0,7.7,288.797,53.606916,0,True,2
775,2004,1,112,1,7.7,419.483,54.580299999999994,0,True,0
776,2004,1,99,0,7.7,127.25,17.108591,0,True,0
777,2004,0,108,1,7.7,434.841,176.241941,0,True,1
778,2004,0,101,0,7.7,358.432,1.0827149999999999,0,True,0
779,2004,0,152,1,7.7,138.356,75.3316,0,True,0
780,2003,1,102,0,7.7,415.074,44.585453,0,True,0
781,2005,1,157,2,7.7,548.619,290.013036,0,True,1
782,2004,1,146,0,7.7,329.592,77.911774,0,True,2
783,2009,2,100,0,7.7,197.761,75.28622899999999,0,True,0
784,2003,1,154,0,7.7,400.04900000000004,111.110575,0,True,0
785,2002,0,114,0,7.7,25.938,4.890878,0,True,0
786,2003,0,121,0,7.7,137.981,4.0642,0,True,0
787,2002,1,105,0,7.7,40.403,15.539266,1,True,0
788,2001,1,132,0,7.7,142.863,40.311851999999995,0,True,1
789,2002,0,115,0,7.7,178.565,22.245860999999998,0,True,0
790,2001,0,144,1,7.7,364.254,108.638745,2,True,0
791,2002,0,117,1,7.7,246.84,104.454762,0,True,2
792,2001,0,120,0,7.7,90.842,0.141072,0,True,0
793,2000,0,110,1,7.7,126.77,21.995262999999998,0,True,0
794,2001,0,95,0,7.7,31.957,3.0290809999999997,0,True,0
795,2001,1,116,1,7.7,516.372,183.41715,0,True,1
796,2000,2,103,1,7.7,29.21,0.151086,0,True,0
797,2000,2,107,0,7.7,286.742,45.512588,3,True,1
799,1999,0,81,1,7.7,192.112,52.037603,0,True,0
800,1999,0,89,0,7.7,241.57500000000002,10.824921,0,True,0
801,1998,2,134,0,7.7,66.408,2.80739,0,True,0
802,2001,0,122,1,7.7,390.247,76.631907,0,True,2
803,1998,1,93,0,7.7,169.229,17.105218999999998,0,True,0
805,1999,0,113,0,7.7,312.54200000000003,22.858926,0,True,0
806,1997,0,139,0,7.7,275.755,148.47801099999998,0,True,1
807,1997,1,126,2,7.7,434.125,63.54002,0,True,1
808,1998,1,80,0,7.7,37.424,4.065116,0,True,0
809,1997,0,127,1,7.7,279.318,41.909762,0,True,3
810,1996,2,105,1,7.7,51.35,35.811509,0,True,0
811,1996,0,129,1,7.7,189.716,56.116183,0,True,0
813,1995,2,97,0,7.7,32.236000000000004,10.019307,0,True,0
815,1994,2,108,0,7.7,33.6,21.848931999999998,0,True,0
816,1994,0,92,0,7.7,211.45000000000002,3.1511299999999998,0,True,0
817,1993,0,188,0,7.7,42.275,6.1109789999999995,0,True,0
818,1993,1,125,0,7.7,224.169,77.324422,0,True,0
819,1992,2,85,0,7.7,50.298,27.281506999999998,0,True,0
820,1992,2,202,2,7.7,85.819,48.169908,0,True,0
821,1992,1,112,0,7.7,150.409,75.505856,0,True,0
823,1992,0,100,1,7.7,95.82600000000001,10.725228,0,True,2
824,1992,2,138,0,7.7,235.388,141.34017799999998,3,True,0
825,1991,1,130,0,7.7,66.941,82.41850099999999,0,True,0
826,1991,2,116,0,7.7,113.24000000000001,6.153938999999999,1,True,0
827,1990,0,115,1,7.7,125.822,5.0804089999999995,0,True,0
828,1988,2,104,2,7.7,182.00900000000001,156.45237,0,True,0
830,1987,0,107,0,7.7,40.396,1.544889,0,True,0
831,1987,2,163,2,7.7,94.32600000000001,43.98423,0,True,0
832,1987,2,153,0,7.7,115.677,22.238695999999997,3,True,0
833,1986,0,130,1,7.7,102.031,7.153486999999999,0,True,0
834,1986,0,120,1,7.7,181.285,8.551228,0,True,0
835,1985,2,82,1,7.7,47.102000000000004,10.631333,3,True,0
836,1985,1,97,0,7.7,59.635,10.6,2,True,0
838,1982,2,129,0,7.7,36.096000000000004,54.0,3,True,1
839,1982,2,113,2,7.7,112.70400000000001,78.91296299999999,0,True,0
840,1982,0,93,1,7.7,226.541,47.212903999999995,0,True,0
841,1980,2,124,0,7.7,47.099000000000004,54.8,0,True,0
842,1980,2,88,0,7.7,214.882,83.39999999999999,0,True,0
844,1978,0,91,1,7.7,233.106,47.0,0,True,0
845,1976,0,126,0,7.7,39.889,1.9247329999999998,2,True,0
848,1974,0,93,0,7.7,125.99300000000001,119.5,0,True,0
849,1973,0,130,1,7.7,109.941,29.799999999999997,0,True,0
850,1973,0,102,0,7.7,96.561,25.0,0,True,0
851,1972,2,109,0,7.7,98.74000000000001,7.056013,0,True,0
852,1971,0,104,0,7.7,110.075,15.630709999999999,0,True,0
853,1971,0,102,1,7.7,143.292,35.9,0,True,1
855,1968,2,105,0,7.7,31.572,44.527234,0,True,0
856,1967,1,150,1,7.7,67.183,45.3,0,True,0
858,1966,2,120,2,7.7,31.222,28.349999999999998,1,True,0
861,1964,0,110,1,7.7,174.119,51.081061999999996,0,True,0
862,1963,0,119,0,7.7,171.739,11.403528999999999,3,True,0
865,1960,1,128,2,7.7,87.71900000000001,4.904999999999999,0,True,0
866,1960,0,90,0,7.7,27.62,0.052709,0,True,0
873,1951,2,105,0,7.7,71.481,0.536118,2,True,2
875,1940,2,125,2,7.7,88.662,76.408097,0,True,0
878,2018,1,102,1,7.6,140.84,26.020957,0,True,0
879,2019,0,161,0,7.6,551.309,142.502728,3,True,3
880,2017,0,127,0,7.6,29.765,0.566356,1,True,0
881,2017,0,111,0,7.6,95.181,5.904366,0,True,0
883,2017,1,101,0,7.6,99.643,24.801212,0,True,1
884,2019,1,97,0,7.6,66.346,13.122641999999999,0,True,0
886,2015,1,97,0,7.6,35.785000000000004,0.845464,0,True,0
887,2017,1,136,1,7.6,569.974,389.81310099999996,0,True,1
888,2017,1,113,0,7.6,439.406,107.825862,1,True,0
889,2017,1,134,0,7.6,58.371,18.340051,0,True,3
890,2015,1,142,0,7.6,287.659,72.313754,3,True,3
891,2018,1,118,2,7.6,250.05700000000002,608.581744,2,True,0
892,2016,2,107,2,7.6,272.784,248.75704399999998,1,True,0
893,2015,0,121,0,7.6,371.291,46.889292999999995,1,True,1
894,2015,0,133,1,7.6,247.666,109.76758099999999,0,True,0
895,2014,0,140,1,7.6,49.397,1.0928,0,True,0
896,2016,0,102,0,7.6,204.175,26.86245,0,True,1
897,2013,1,98,0,7.6,94.212,37.707719,0,True,0
898,2014,1,130,0,7.6,411.599,208.54558899999998,0,True,1
900,2011,0,101,1,7.6,190.531,4.105123,0,True,0
901,2012,0,109,0,7.6,228.132,41.003371,0,True,1
902,2010,2,94,2,7.6,80.93900000000001,19.202742999999998,0,True,0
903,2018,1,136,1,7.6,334.312,215.28886599999998,0,True,0
904,2010,1,110,0,7.6,311.822,171.24300499999998,0,True,2
905,2010,0,118,1,7.6,38.491,1.008098,0,True,0
906,2010,2,95,0,7.6,500.851,251.513985,0,True,0
907,2011,0,100,0,7.6,315.426,35.014192,0,True,0
908,2010,1,117,0,7.6,524.081,48.071303,0,True,0
910,2011,1,133,2,7.6,369.529,75.605492,0,True,3
911,2011,0,120,0,7.6,138.959,3.185812,1,True,0
912,2009,0,88,1,7.6,520.041,75.59028599999999,0,True,0
914,2009,1,128,1,7.6,583.158,209.02867899999998,1,True,1
915,2009,1,129,2,7.6,293.266,255.959475,0,True,0
916,2007,1,104,0,7.6,41.544000000000004,9.422422,0,True,0
917,2008,1,123,0,7.6,286.77,69.951824,0,True,0
918,2007,0,100,0,7.6,227.76,17.114881999999998,0,True,1
919,2007,2,127,2,7.6,255.036,38.634938,0,True,0
920,2009,2,71,2,7.6,31.779,0.686383,0,True,0
921,2006,0,129,1,7.6,339.757,88.51349499999999,2,True,3
922,2007,0,114,1,7.6,250.59,20.300217999999997,0,True,2
923,2007,1,140,1,7.6,82.781,10.301706,0,True,0
924,2006,1,104,0,7.6,72.863,24.63373,0,True,0
925,2006,2,110,0,7.6,354.728,39.868642,0,True,1
926,2004,0,90,1,7.6,49.728,0.006013,0,True,0
927,2009,1,153,1,7.6,474.827,301.95919699999996,0,True,1
928,2006,0,117,0,7.6,732.876,210.614939,0,True,0
929,2005,0,124,0,7.6,206.294,23.089926,3,True,0
930,2009,0,162,0,7.6,500.79900000000004,107.509799,0,True,0
931,2005,0,122,0,7.6,294.14,24.149632,0,True,1
932,2004,1,103,2,7.6,379.02,56.000369,0,True,0
933,2008,0,124,0,7.6,83.158,3.081925,0,True,2
934,2004,0,105,0,7.6,65.93900000000001,0.6971809999999999,0,True,0
935,2003,0,93,0,7.6,67.36,0.548707,0,True,0
936,2004,2,133,1,7.6,70.925,6.167816999999999,0,True,0
937,2003,0,89,0,7.6,67.37,5.739376,0,True,0
938,2003,1,124,1,7.6,224.54500000000002,16.290475999999998,0,True,1
939,2002,0,129,1,7.6,62.659,0.045288999999999996,0,True,0
940,2004,2,106,0,7.6,198.677,51.680613,0,True,3
941,2002,0,135,0,7.6,169.708,13.060843,1,True,1
942,2004,2,113,0,7.6,451.479,57.938693,0,True,0
943,2002,0,113,0,7.6,376.853,45.064915,0,True,0
945,2001,0,110,0,7.6,266.842,52.36401,0,True,1
946,2001,0,106,0,7.6,115.827,13.622333,0,True,0
947,2001,2,152,2,7.6,658.1850000000001,317.57554999999996,0,True,0
948,2001,1,101,2,7.6,337.651,96.52268699999999,0,True,0
949,2001,0,124,1,7.6,240.714,52.990775,0,True,1
950,2001,0,131,1,7.6,243.729,51.401758,0,True,0
951,2002,0,145,1,7.6,508.41700000000003,132.072926,3,True,1
952,1999,0,146,2,7.6,91.557,50.668906,1,True,0
953,2000,0,101,0,7.6,490.062,15.070285,0,True,0
954,1998,1,81,1,7.6,188.317,7.2675849999999995,0,True,0
955,1998,0,170,1,7.6,172.71,36.400490999999995,1,True,0
956,1998,2,88,2,7.6,256.906,120.62025399999999,0,True,0
957,1998,0,118,0,7.6,259.753,10.680275,2,True,1
959,1998,0,100,1,7.6,187.927,14.378331,0,True,0
960,1996,1,147,1,7.6,186.734,49.099999999999994,0,True,3
961,1997,0,134,1,7.6,131.101,3.796699,1,True,0
962,1995,2,136,1,7.6,102.598,43.182776,0,True,0
963,1995,0,128,1,7.6,364.42,100.01249899999999,1,True,1
964,1995,0,121,0,7.6,90.44200000000001,1.037847,1,True,0
965,1995,0,135,1,7.6,73.172,71.516617,1,True,2
966,1995,2,140,0,7.6,269.197,173.837933,0,True,1
967,1994,2,92,0,7.6,64.39,1.4646249999999998,2,True,0
968,1993,0,113,0,7.6,171.64000000000001,40.903593,0,True,0
969,1993,2,102,0,7.6,165.465,7.993039,0,True,0
970,1992,1,120,0,7.6,107.325,52.929168,0,True,0
971,1991,2,118,0,7.6,27.071,0.453243,0,True,0
972,1991,0,99,0,7.6,80.487,1.794187,0,True,0
973,1990,2,103,1,7.6,488.817,285.761243,0,True,0
974,1990,0,162,1,7.6,359.809,66.666062,3,True,2
975,1989,1,95,0,7.6,195.663,92.8236,2,True,0
976,1989,2,83,2,7.6,237.696,111.54347899999999,0,True,0
977,1988,2,85,0,7.6,152.871,78.756177,0,True,0
978,1987,2,93,0,7.6,124.773,49.53028,1,True,0
979,1987,0,109,1,7.6,236.894,65.207127,0,True,0
980,1984,0,99,1,7.6,87.745,2.15,0,True,0
981,1981,1,109,0,7.6,27.650000000000002,119.285432,0,True,1
982,1981,0,96,2,7.6,166.588,12.465371,0,True,0
983,1979,1,92,1,7.6,93.878,22.490039,0,True,0
984,1979,2,95,1,7.6,32.802,76.657,0,True,0
985,1979,0,112,1,7.6,121.73100000000001,43.0,1,True,1
987,1978,0,121,1,7.6,73.662,35.0,0,True,0
988,1977,2,138,0,7.6,184.966,132.08863499999998,0,True,0
989,1973,0,112,0,7.6,26.337,0.959,0,True,0
990,1971,2,157,1,7.6,30.144000000000002,0.6966899999999999,3,True,0
991,1970,2,144,0,7.6,45.338,1.3784349999999999,0,True,0
992,1967,2,78,2,7.6,166.409,141.843612,0,True,0
994,1964,2,87,2,7.6,40.351,13.780024,0,True,0
997,1953,1,118,1,7.6,43.374,30.5,0,True,0
